title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
Jacques-Auguste de Thou,c. 1640-1650,1640-01-01,1650-01-01,engraving,46.16.7,cmoa:things/aef7c5c7-e99e-4cf5-9a8f-ff39cd2ed452,Gift of Edward Duff Balken,1946-06-07,Fine Arts,Not on View,10.375,12.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1007659,"Edward Duff Balken [1874-1960], Pittsburgh, PA (Lugt 843); gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, June 1946.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=105594&size=Medium,cmoa:parties/a6165f90-44af-4c56-b3dd-4e3ea0079c6f|cmoa:parties/213d5ea9-c75a-44ef-a568-f737abe601c5,Person|Person,Jean Morin|Ferdinand Elle,"Morin, Jean|Elle, Ferdinand",after|,French|Flemish,1590-01-01|1570-01-01,1650-01-01|1637-01-01,"Paris (Ville de Paris department, Île-de-France, France)|","Paris (Ville de Paris department, Île-de-France, France)|Paris (Ville de Paris department, Île-de-France, France)"
Nicolas Chrystin,c. 1640-1650,1625-01-01,1650-01-01,engraving,46.16.9,cmoa:things/40ee6b88-3a6f-401d-9743-fe3a1a4da2ee,Gift of Edward Duff Balken,1946-06-07,Fine Arts,Not on View,10.188,12.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1007661,"Edward Duff Balken [1874-1960], Pittsburgh, PA (Lugt 843); gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, June 1946.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=105595&size=Medium,cmoa:parties/a6165f90-44af-4c56-b3dd-4e3ea0079c6f|cmoa:parties/210e1c56-9d71-42e3-8910-f04ec39e3393,Person|Person,Jean Morin|Anthony van Dyck,"Morin, Jean|Van Dyck, Anthony",after|,French|Flemish,1590-01-01|1599-01-01,1650-01-01|1641-01-01,"Paris (Ville de Paris department, Île-de-France, France)|Antwerp (Antwerpen province, Flanders, Belgium)","Paris (Ville de Paris department, Île-de-France, France)|London, England"
"Hanaōgi of the Afukiya, with her attendants Yoshino and Tatsuta (Afukiya Hanaōgi Yoshino Tatsuta)",c.1783,1773-01-01,1793-01-01,color woodblock print (oban),48.17.3,cmoa:things/6d41cc47-2e47-4e74-b0b8-cd0508657b30,Gift of Edward Duff Balken,1948-04-23,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008243,Edward Duff Balken,prints,http://collection.cmoa.org/CollectionImage.aspx?irn=105888&size=Medium,cmoa:parties/17d7135e-bf6f-4f30-b07f-b44839d97245|cmoa:parties/c0db8dca-4094-4239-b160-e155781c3572,Person|Person,Kiyonaga Torii|Yohachi Nishimuraya,Kiyonaga Torii|Yohachi Nishimuraya,publisher|,Japanese|Japanese,1752-01-01|,1815-01-01|," Tokyo (To-kyo- metropolis, Kanto, Japan)|"," Tokyo (To-kyo- metropolis, Kanto, Japan)|"
Adrienne le Couvreur,c. 1730,1730-01-01,1735-01-01,engraving,49.2.10,cmoa:things/4034aa1d-8935-417d-8613-0203f50be948,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008483,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=100075&size=Medium,cmoa:parties/de11b0f3-39e9-4e20-bce2-3e672653cab9|cmoa:parties/aedcbeb2-28cb-4cf5-a7c9-0b6c8b2d31eb,Person|Person,Pierre-Imbert Drevet|Charles Antoine Coypel,"Drevet, Pierre-Imbert|Coypel, Charles A.",after|,French|French,1697-01-01|1694-01-01,1739-01-01|1752-01-01,"Paris (Ville de Paris department, Île-de-France, France)| Paris (Ville de Paris department, Île-de-France, France)","Paris (Ville de Paris department, Île-de-France, France)| Paris (Ville de Paris department, Île-de-France, France)"
"Henry Frederick Howard,15th Earl of Arundel, 5th Earl of Surry and 2nd Earl of Norfolk",c. 1660,1655-01-01,1665-01-01,engraving,49.2.18,cmoa:things/7b4fc589-59d3-4bc4-baae-a5d780a34b37,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008508,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=101950&size=Medium,cmoa:parties/25e54f83-e07b-42cd-85c7-d809b291b5c7|cmoa:parties/210e1c56-9d71-42e3-8910-f04ec39e3393,Person|Person,Pierre Lombart|Anthony van Dyck,"Lombart, Pierre|Van Dyck, Anthony",after|,French|Flemish,1648-01-01|1599-01-01,1681-01-01|1641-01-01,"|Antwerp (Antwerpen province, Flanders, Belgium)","Paris, France|London, England"
"Rachel, Countess of Middlesex",c. 1660,1655-01-01,1665-01-01,engraving,49.2.19,cmoa:things/600a9a61-fa57-4d28-9ae0-b98ce8ffe3c4,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,16.0,22.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008510,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=101938&size=Medium,cmoa:parties/25e54f83-e07b-42cd-85c7-d809b291b5c7|cmoa:parties/210e1c56-9d71-42e3-8910-f04ec39e3393,Person|Person,Pierre Lombart|Anthony van Dyck,"Lombart, Pierre|Van Dyck, Anthony",after|,French|Flemish,1648-01-01|1599-01-01,1681-01-01|1641-01-01,"|Antwerp (Antwerpen province, Flanders, Belgium)","Paris, France|London, England"
"The Corselet Bearers, from the Triumphs of Caesar",c. 1495,1489-12-23,1499-12-23,engraving,49.2.22,cmoa:things/705ef265-a688-4d1c-a8c7-20c5de8be062,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,24.0,18.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008520,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=102063&size=Medium,cmoa:parties/8032efd1-9407-4368-9de4-8541c096ad39|cmoa:parties/c0299104-4c4f-4e8e-beb4-5b690caa6451,Person|Organization,Andrea Mantegna|Premier Engraver,"Mantegna, Andrea|Premier Engraver",|,Italian|undetermined,1430-01-01|1460-01-01,1506-01-01|1505-01-01,"Padova province (Veneto, Italy)|","Mantua (Mantova province, Lombardy, Italy)|"
The Winter King on the Ice,1766,1766-01-01,1766-01-01,etching in crayon manner and roulette with hand coloring,49.2.32,cmoa:things/d34f4d93-8120-494b-a563-5d995ba6a95e,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,13.75,13.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008565,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104008&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104009&size=Medium,cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/f31a0d42-0ce1-4935-9cbc-74113e9c9ab0|cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde,Person|Person|Person,Cornelis Ploos Van Amstel|Hendrick Avercamp|Cornelis Ploos Van Amstel,"Amstel, Cornelis Ploos Van|Avercamp, Hendrick|Amstel, Cornelis Ploos Van",printmaker|after|publisher,Dutch|Dutch|Dutch,1726-01-01|1585-01-01|1726-01-01,1798-01-01|1634-01-01|1798-01-01,"|Amsterdam (North Holland, Netherlands)|","|Kampen (Overijssel, Netherlands)|"
Man with a horse and two washerwomen,1772,1772-01-01,1772-01-01,etching in crayon manner with roulette,49.2.33,cmoa:things/1f62023f-3b92-4664-b1a6-51552f66a2d2,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,13.75,12.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008578,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104002&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104003&size=Medium,cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/612e864b-6031-418d-bb29-d8d2a02344c9|cmoa:parties/268fd6da-27ec-4965-bfa7-a542bffc7352,Person|Person|Person,Cornelis Ploos Van Amstel|Johannes Körnlein|Philips Wouwerman,"Amstel, Cornelis Ploos Van|Körnlein, Johannes|Wouwerman, Philips",publisher|printmaker|after,Dutch|Dutch|Dutch,1726-01-01|1720-01-01|1619-01-01,1798-01-01|1772-01-01|1668-01-01,"|Nuremberg (Mittelfranken, Bavaria, Germany)|Haarlem (North Holland, Netherlands)","|Amsterdam (North Holland, Netherlands)|Haarlem (North Holland, Netherlands)"
Interior of a Peasant's Cottage,1772-1787,1772-01-01,1787-01-01,etching and roulette,49.2.34,cmoa:things/e3994970-5f43-45a5-8a4a-24b6eede9d57,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,13.25,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008591,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104004&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104005&size=Medium,cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/b5ee20b4-0b39-41a5-97af-1be9d1e1765e|cmoa:parties/e3f2038c-fa8a-4a20-be61-ce42be5827a0,Person|Person|Person,Cornelis Ploos Van Amstel|Bernhard Schreuder|Cornelis Bega,"Amstel, Cornelis Ploos Van|Schreuder, Bernhard|Bega, Cornelis",publisher|printmaker|after,Dutch|Dutch|Dutch,1726-01-01||1631-01-01,1798-01-01|1780-01-01|1664-01-01,"||Haarlem (North Holland, Netherlands)","|Hoorn (North Holland, Netherlands)|Haarlem (North Holland, Netherlands)"
"A Man Seated, Holding a Flute, with a Bonnet in the Manner of Rembrandt",1773-1774,1773-01-01,1774-01-01,etching in crayon manner with roulette,49.2.35,cmoa:things/dfccc7ee-6b0e-4830-9ba9-c06dd99baaaa,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,13.125,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008604,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104006&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104007&size=Medium,cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/b5ee20b4-0b39-41a5-97af-1be9d1e1765e|cmoa:parties/c9b0f13a-d461-48d1-9502-c5875eb55c4d,Person|Person|Person,Cornelis Ploos Van Amstel|Bernhard Schreuder|Govaert Flinck,"Amstel, Cornelis Ploos Van|Schreuder, Bernhard|Flinck, Govaert",publisher|printmaker|after,Dutch|Dutch|Dutch,1726-01-01||1615-01-01,1798-01-01|1780-01-01|1660-01-01,"||Cleves (Düsseldorf district, North Rhine-Westphalia, Germany)","|Hoorn (North Holland, Netherlands)|Amsterdam (North Holland, Netherlands)"
Portrait of a Man,1771,1771-01-01,1771-01-01,etching in crayon manner,49.2.36,cmoa:things/4c5cb256-3fdf-47ef-b9fb-8c01d37878f0,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,12.125,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008617,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104017&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104018&size=Medium,cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/04144fa8-8c16-4a41-8a7c-875b9fd07077|cmoa:parties/612e864b-6031-418d-bb29-d8d2a02344c9,Person|Person|Person,Cornelis Ploos Van Amstel|Cornelis Visscher|Johannes Körnlein,"Amstel, Cornelis Ploos Van|Visscher, Cornelis|Körnlein, Johannes",publisher|after|printmaker,Dutch|Dutch|Dutch,1726-01-01|1629-01-01|1720-01-01,1798-01-01|1658-01-01|1772-01-01,"|possibly Haarlem, Netherlands|Nuremberg (Mittelfranken, Bavaria, Germany)","|Amsterdam (North Holland, Netherlands)|Amsterdam (North Holland, Netherlands)"
The Virgin Mary with the Infant Jesus,1769,1769-01-01,1769-01-01,etching and roulette printed in colors,49.2.37,cmoa:things/2ad1f115-48e1-4695-b621-129afcf93bbb,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,13.5,15.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008630,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104019&size=Medium,cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/bf8eb78a-4acf-41c7-8d21-6e6c42177aa5,Person|Person|Person,Cornelis Ploos Van Amstel|Cornelis Ploos Van Amstel|Abraham Bloemaert,"Amstel, Cornelis Ploos Van|Amstel, Cornelis Ploos Van|Bloemaert, Abraham",printmaker|publisher|after,Dutch|Dutch|Dutch,1726-01-01|1726-01-01|1566-01-01,1798-01-01|1798-01-01|1651-01-01,"||Gorinchem (South Holland, Netherlands)","||Utrecht (Utrecht province, Netherlands)"
The Woman in a Doorway,1763-1765,1763-01-01,1765-01-01,etching in crayon manner and roulette heightened with red (chalk or watercolor?) on paper,49.2.38,cmoa:things/4357b4f1-4750-4a79-a167-d1d2d2bda00a,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,13.375,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008638,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104020&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104021&size=Medium,cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/9ad7eee6-c0a1-4b32-b23b-529938123670,Person|Person|Person,Cornelis Ploos Van Amstel|Cornelis Ploos Van Amstel|Rembrandt Harmensz. van Rijn,"Amstel, Cornelis Ploos Van|Amstel, Cornelis Ploos Van|Rijn, Rembrandt Harmensz. van",printmaker|publisher|after,Dutch|Dutch|Dutch,1726-01-01|1726-01-01|1606-01-01,1798-01-01|1798-01-01|1669-01-01,"||Leyden (South Holland, Netherlands)","||Amsterdam (North Holland, Netherlands)"
Woman Playing on the Clavichord,1767,1767-01-01,1767-01-01,etching in crayon manner,49.2.39,cmoa:things/9ece909d-cf79-4720-82be-c6006de49480,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,13.75,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008641,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104010&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104011&size=Medium,cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/612e864b-6031-418d-bb29-d8d2a02344c9|cmoa:parties/609c4096-c3d2-4237-9a2c-1e4d7b9da45d,Person|Person|Person,Cornelis Ploos Van Amstel|Johannes Körnlein|Gerrit Dou,"Amstel, Cornelis Ploos Van|Körnlein, Johannes|Dou, Gerrit",publisher|printmaker|after,Dutch|Dutch|Dutch,1726-01-01|1720-01-01|1613-01-01,1798-01-01|1772-01-01|1675-01-01,"|Nuremberg (Mittelfranken, Bavaria, Germany)|Leyden (South Holland, Netherlands)","|Amsterdam (North Holland, Netherlands)|Leyden (South Holland, Netherlands)"
A Young Lady with a Guitar,1781,1781-01-01,1781-01-01,etching in crayon manner,49.2.40,cmoa:things/92f776d4-d577-4655-8e88-ab2d9200f51a,Gift of Kenneth Seaver,1949-01-24,Fine Arts,Not on View,13.0,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008646,"Kenneth Seaver [1877-1969], Pittsburgh, PA and Oakmont, PA, until January 24, 1949; his gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104012&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=104013&size=Medium,cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/a83e0a60-55b9-42ae-9ac7-d6c1c9337a94|cmoa:parties/1c2ec615-35c8-4db4-93b0-b4418642b024,Person|Person|Person,Cornelis Ploos Van Amstel|Cornelis Brouwer|Caspar Netscher,"Amstel, Cornelis Ploos Van|Brouwer, Cornelis|Netscher, Caspar",publisher|printmaker|after,Dutch|Dutch|Dutch,1726-01-01||1639-01-01,1798-01-01|1802-01-01|1684-01-01,"||Heidelberg, Germany","||The Hague, Netherlands"
Christ Healing the Sick,c. 1860-1880,1855-01-01,1880-01-01,etching,49.3.1,cmoa:things/ca1323bb-e92c-45a7-9180-7e3c2da8e56a,Gift of Edward Duff Balken,1949-01-24,Fine Arts,Not on View,22.0,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008729,"Edward Duff Balken [1874-1960], Pittsburgh, PA (Lugt 843); gift to Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, January 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=110942&size=Medium,cmoa:parties/71c11861-c8b7-4a76-bc5b-5ab2cb287869|cmoa:parties/9ad7eee6-c0a1-4b32-b23b-529938123670,Person|Person,Léopold Flameng|Rembrandt Harmensz. van Rijn,"Flameng, Léopold|Rijn, Rembrandt Harmensz. van",after|,French|Dutch,1831-01-01|1606-01-01,1911-01-01|1669-01-01,"Brussels (Bruxelles region, Belgium)|Leyden (South Holland, Netherlands)"," Courgent (Yvelines, Île-de-France, France)|Amsterdam (North Holland, Netherlands)"
Sheepfold,1781-1787,1781-01-01,1787-01-01,etching in crayon manner,49.5.9,cmoa:things/2068fed9-6ce2-4be4-8eb3-d2dba4b7f82d,Gift of Edward Duff Balken,1949-06-04,Fine Arts,Not on View,19.25,14.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1008757,"Edward Duff Balken [1874-1960], Pittsburgh, PA (Lugt 843), by June 1949; gift to Institute of Fine Arts, Carnegie Institute, Pittsburgh, PA, June 1949.",prints,http://collection.cmoa.org/CollectionImage.aspx?irn=104016&size=Medium,cmoa:parties/2c0323d8-95dc-4891-869b-092ad4f4bfde|cmoa:parties/a83e0a60-55b9-42ae-9ac7-d6c1c9337a94|cmoa:parties/96bee24e-4ee6-4870-8828-e4931b9e0f35,Person|Person|Person,Cornelis Ploos Van Amstel|Cornelis Brouwer|Karel Dujardin,"Amstel, Cornelis Ploos Van|Brouwer, Cornelis|Dujardin, Karel",publisher|printmaker|after,Dutch|Dutch|Dutch,1726-01-01||1622-01-01,1798-01-01|1802-01-01|1678-01-01,"||Amsterdam (North Holland, Netherlands)","||Venice (Venezia province, Veneto, Italy)"
Christ and the Adulteress,1579,1578-12-22,1578-12-22,engraving,55.13.1,cmoa:things/33296f46-cfa3-4c7b-adbf-cf3d8cfa7c27,Leisser Art Fund,1955-02-10,Fine Arts,Not on View,14.25,19.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1009369,William H. Schab,prints,http://collection.cmoa.org/CollectionImage.aspx?irn=101762&size=Medium,cmoa:parties/a33c6519-ce05-422a-a0a3-28a4c1f20bda,Person,Pieter Bruegel I,"Bruegel, Pieter, I",after,Flemish,1520-01-01,1569-01-01,"Breda (North Brabant, Netherlands)","Brussels (Bruxelles region, Belgium)"
"The Battle of Lexington, April 19th, 1775",12/13/1775,1775-01-01,1775-01-01,colored line engraving,55.20.1,cmoa:things/d5dedbce-f688-4212-b196-5166b36037ad,Howard N. Eavenson Americana Collection,1955-02-10,Fine Arts,Not on View,24.75,20.25,1.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1009391,The Old Print Shop,prints,http://collection.cmoa.org/CollectionImage.aspx?irn=140&size=Medium,cmoa:parties/7a3c0956-81f7-46ea-ad3e-13dc4d2af513|cmoa:parties/aa70a258-a9fb-4f05-bec4-7408659153a6,Person|Person,Amos Doolittle|Ralph Earl,"Doolittle, Amos|Earl, Ralph",after|,American|American,1754-01-01|1751-01-01,1832-01-01|1801-01-01," Cheshire (New Haven county, Connecticut, United States)|Shrewsbury (Worcester county, Massachusetts, United States)"," New Haven (New Haven county, Connecticut, United States)|Bolton (Tolland county, Connecticut, United States)"
The Engagement at the North Bridge in Concord,12/13/1775,1775-01-01,1775-01-01,colored line engraving,55.20.2,cmoa:things/8a2c0ce0-be43-47bf-9c2e-b57ff9375b6e,Howard N. Eavenson Americana Collection,1955-02-10,Fine Arts,Not on View,24.75,20.25,1.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1009392,The Old Print Shop,prints,http://collection.cmoa.org/CollectionImage.aspx?irn=126317&size=Medium,cmoa:parties/7a3c0956-81f7-46ea-ad3e-13dc4d2af513|cmoa:parties/aa70a258-a9fb-4f05-bec4-7408659153a6,Person|Person,Amos Doolittle|Ralph Earl,"Doolittle, Amos|Earl, Ralph",after|,American|American,1754-01-01|1751-01-01,1832-01-01|1801-01-01," Cheshire (New Haven county, Connecticut, United States)|Shrewsbury (Worcester county, Massachusetts, United States)"," New Haven (New Haven county, Connecticut, United States)|Bolton (Tolland county, Connecticut, United States)"
