song_title,lyrics
Piggies,"Piggies Lyrics[Verse 1]
Have you seen the little piggies crawling in the dirt?
And for all the little piggies, life is getting worse
Always having dirt to play around in

[Verse 2]
Have you seen the bigger piggies in their starched white shirts?
You will find the bigger piggies stirring up the dirt
Always have clean shirts to play around in

[Bridge]
In their sties with all their backing
They don't care what goes on around
In their life, there's something lacking
What they need's a damn good whacking!
[Verse 3]
Everywhere there's lots of piggies living piggy lives
You can see them out for dinner with their piggy wives
Clutching forks and knives to eat their bacon

[Outro]
One more timeYou might also likeEmbed"
Rocky Raccoon,"Rocky Raccoon Lyrics[Verse 1]
Now somewhere in the black mining hills of Dakota
There lived a young boy named Rocky Raccoon
And one day his woman ran off with another guy
Hit young Rocky in the eye
Rocky didn't like that
He said, ""I'm gonna get that boy""
So one day he walked into town
Booked himself a room in the local saloon

[Chorus]
And Rocky Raccoon checked into his room
Only to find Gideon's Bible
But Rocky had come equipped with a gun
To shoot off the legs of his rival
[Verse 2]
His rival, it seems, had broken his dreams
By stealing the girl of his fancy
Her name was Magill, and she called herself Lil
But everyone knew her as Nancy
Now, she and her man, who called himself Dan
Were in the next room at the hoe-down
And Rocky burst in, and grinning a grin
He said, ""Danny-boy, this is a showdown""
But Daniel was hot, he drew first and shot
And Rocky collapsed in the corner

[Bridge]

[Verse 3]
Now, the doctor came in, stinking of gin
And proceeded to lie on the table
He said, ""Rocky, you met your match""
And Rocky said, ""Doc, it's only a scratch
And I'll be better, I'll be better, Doc, as soon as I am able""

[Chorus]
And now, Rocky Raccoon, he fell back in his room
Only to find Gideon's Bible
Gideon checked out, and he left it, no doubt
To help with good Rocky's revival
You might also like[Outro]
C'mon, Rocky boy
C'mon, Rocky boy15Embed"
Don't Pass Me By,"Don’t Pass Me By Lyrics[Verse 1]
I listen for your footsteps coming up the drive
Listen for your footsteps, but they don't arrive
Waiting for your knock, dear, on my old front door
I don't hear it--does it mean you don't love me any more?

[Verse 2]
I hear the clock a'ticking on the mantel shelf
See the hands a'moving, but I'm by myself
I wonder where you are tonight, and why I'm by myself
I don't see you, does it mean you don't love me any more?
[Chorus]
Don't pass me by, don't make me cry, don't make me blue
'Cause you know, darling, I love only you
You'll never know it hurt me so, how I hate to see you go
Don't pass me by
Don't make me cry

[Verse 3]
I'm sorry that I doubted you, I was so unfair
You were in a car crash, and you lost your hair
You said that you would be late, about an hour or two
I said that's alright, I'm waiting here, just waiting to hear from you

[Chorus]
Don't pass me by, don't make me cry, don't make me blue
'Cause you know, darling, I love only you
You'll never know it hurt me so, I'll hate to see you go
Don't pass me by
Don't make me cry

[Interlude]
One, two, three, four, five, six, seven, eight

[Chorus]
Don't pass me by, don't make me cry, don't make me blue
'Cause you know, darling, I love only you
You'll never know it hurt me so, I'll hate to see you go
Don't pass me by
Don't make me cryYou might also like1Embed"
Why Don't We Do It in the Road?,"Why Don’t We Do It in the Road? Lyrics[Verse 1]
Why don't we d-do it in the road? Mm
Why don't we do it in the road? Ah
Why don't we do it in the road? Mm
Why don't we do it in the road? Mm
No one will be watching us
Why don't we do it in the road?

[Verse 2]
Why don't we do it in the road?
Why don't we do it in the road?
Why don't we do it in the road?
Why don't we do it in the road?
No one will be watching us
Why don't we do it in the road?
[Verse 3]
Why don't we do it in the road?
Why don't we do it in the road?
Why don't we d-do it, do it in the road?
Why don't we do it in the road?
No one will be watching us
Why don't we do it in the road?You might also like2Embed"
I Will,"I Will Lyrics[Verse 1]
Who knows how long I've loved you?
You know I love you still
Will I wait a lonely lifetime?
If you want me to, I will

[Verse 2]
For if I ever saw you
I didn't catch your name
But it never really mattered
I will always feel the same
[Bridge]
Love you forever and forever
Love you with all my heart
Love you whenever we're together
Love you when we're apart

[Verse 3]
And when at last I find you
Your song will fill the air
Sing it loud so I can hear you
Make it easy to be near you
For the things you do endear you to me
Oh, you know, I will
I will

[Outro]
Mm mm mm mm mm mm mm mm mm
Da da da da da da daYou might also like16Embed"
Julia,"Julia Lyrics[Intro]
Half of what I say is meaningless
But I say it just to reach you, Julia

[Verse 1]
Julia, Julia
Ocean child calls me
So I sing a song of love, Julia

[Verse 2]
Julia, seashell eyes
Windy smile calls me
So I sing a song of love, Julia
[Bridge]
Her hair of floating sky is shimmering
Glimmering in the sun

[Verse 3]
Julia, Julia
Morning moon, touch me
So I sing a song of love, Julia

[Intro Variant]
When I cannot sing my heart
I can only speak my mind, Julia

[Verse 4]
Julia, sleeping sand
Silent cloud, touch me
So I sing a song of love, Julia

[Verse 5]
Hmm hmm hmm
Calls me
So I sing a song of love for Julia

[Outro]
Julia, JuliaYou might also like4Embed"
Birthday,"Birthday Lyrics[Chorus: Paul McCartney & John Lennon]
They say it's your birthday
Well, it's my birthday too, yeah
They say it's your birthday
We're gonna have a good time
I'm glad it's your birthday
Happy birthday to you
[Interlude: Paul McCartney]
One, two, three, four, five, six, seven, eight!
[Bridge: John Lennon, with Paul McCartney, with Paul McCartney & George Harrison]
Yes, we're going to a party, party
Yes, we're going to a party, party
Yes, we're going to a party, party

[Refrain: Paul McCartney]
I would like you to dance (Birthday)
Take a cha-cha-cha-chance (Birthday)
I would like you to dance (Birthday)
Dance, yeah, woo, come on (Come on)

[Instrumental]

[Refrain: Paul McCartney]
I would like you to dance (Birthday)
Take a cha-cha-cha-chance (Birthday)
I would like you to dance (Birthday)
Woo, dance! Dance!

[Chorus: Paul McCartney & John Lennon]
They say it's your birthday
Well, it's my birthday too, yeah
They say it's your birthday
We're gonna have a good time
I'm glad it's your birthday
Happy birthday to youYou might also like10Embed"
Yer Blues,"Yer Blues Lyrics[Intro]
Two, three...

[Verse 1]
Yes, I'm lonely
Want to die
Yes, I'm lonely
Want to die
If I ain't dead already, woo
Girl, you know the reason why
[Verse 2]
In the morning
Want to die
In the evening
Want to die
If I ain't dead already, woo
Girl, you know the reason why

[Verse 3]
My mother was of the sky
My father was of the earth
But I am of the universe
And you know what it's worth
I'm lonely
Want to die
If I ain't dead already, woo
Girl, you know the reason why

[Verse 4]
The eagle picks my eye
The worm he licks my bones
I feel so suicidal
Just like Dylan's Mr. Jones
Lonely
Want to die
If I ain't dead already, woo
Girl, you know the reason why
You might also like[Verse 5]
Black cloud crossed my mind
Blue mist round my soul
Feel so suicidal
Even hate my rock and roll
Want to die
Yeah, want to die
If I ain't dead already, woo
Girl, you know the reason why5Embed"
Mother Nature's Son,"Mother Nature’s Son Lyrics[Intro]

[Verse 1]
Born a poor young country boy
Mother Nature's son
All day long, I'm sitting, singing songs
For everyone

[Verse 2]
Sit beside a mountain stream
See her waters rise
Listen to the pretty sound of music
As she flies
[Chorus]
Do-do-do-do-do-do
Do-do-do-do
Do-do-do-do
Do-do-do-do, do-do

[Verse 3]
Find me in my field of grass
Mother Nature's son
Swaying daisies, sing a lazy song
Beneath the sun

[Chorus]
Do-do-do-do-do-do
Do-do-do-do-do
Do-do-do-do
Do-do-do-do-do
Mmm, do-do-do-do-do
Yeah-yeah-yeah

[Instrumental Break]
Mmm-mmm-mmm-mmm-mmm-mmm
Ooh-ooh-ooh-ooh-ooh-ooh
Mmm-mmm-mmm-mmm-mmm
Mmm-mmm-mmm-mmm-mmm, lullaby
You might also like[Outro]
Ooh-ah, Mother Nature's sonEmbed"
Everybody's Got Something to Hide Except Me and My Monkey,"Everybody’s Got Something to Hide Except Me and My Monkey Lyrics[Verse 1]
Come on, come on, come on, come on
Come on, it's such a joy, come on, it's such a joy
Come on, let's take it easy, come on let's take it easy

[Chorus]
Take it easy
Take it easy
Everybody's got something to hide
Except for me and my monkey
Woo!
[Verse 2]
The deeper you go, the higher you fly
The higher you fly, the deeper you go
So come on, come on
Come on, it's such a joy, come on, it's such a joy
Come on, let's make it easy, come on, let's take it easy

[Chorus]
Take it easy
Take it easy
Everybody's got something to hide
Except for me and my monkey, yeah
Oh!

[Verse 3]
Your inside is out when your outside is in
Your outside is in when your inside is out
So come on (Woo!), come on (Woo!)
Come on, it's such a joy, come on, it's such a joy
Come on, let's make it easy, come on, let's make it easy

[Chorus]
Make it easy (Woo!)
Make it easy (Woo!)
Everybody's got something to hide
Except for me and my monkey
Hey!
Yeah!
You might also like[Outro]
Come on, come on, come on, come on3Embed"
Sexy Sadie,"Sexy Sadie Lyrics[Verse 1]
Sexy Sadie, what have you done?
You made a fool of everyone
You made a fool of everyone
Sexy Sadie, oh, what have you done?

[Verse 2]
Sexy Sadie, you broke the rules
You laid it down for all to see
You laid it down for all to see
Sexy Sadie, oh, you broke the rules
[Bridge 1]
One sunny day, the world was waiting for a lover (Sexy Sadie)
She came along to turn on everyone
Sexy Sadie, the greatest of them all (Sexy Sadie, she's the greatest)

[Verse 3]
Sexy Sadie, how did you know?
The world was waiting just for you
The world was waiting just for you
Sexy Sadie, oh, how did you know?

[Verse 4]
Sexy Sadie, you'll get yours yet
However big you think you are
However big you think you are
Sexy Sadie, oh, you'll get yours yet

[Bridge 2]
We gave her everything we owned just to sit at her table
(Sexy Sadie)
Just a smile would lighten everything
Sexy Sadie, she's the latest and the greatest of them all

[Outro]
Ooh woo
She made a fool of everyone
Sexy Sadie
However big you think you are
Sexy SadieYou might also like2Embed"
Helter Skelter,"Helter Skelter Lyrics[Verse 1]
When I get to the bottom, I go back to the top of the slide
Where I stop, and I turn, and I go for a ride
Till I get to the bottom, and I see you again
Yeah, yeah, yeah!

[Bridge]
Well, do you, don't you want me to love you?
I'm coming down fast, but I'm miles above you
Tell me, tell me, tell me, come on, tell me the answer
Well, you may be a lover, but you ain't no dancer
[Chorus]
Now, Helter-skelter
Helter-skelter
Helter-skelter
Yeah
Woo

[Bridge]
Oh, will you, won't you want me to make you?
I'm coming down fast, but don't let me break you
Tell me, tell me, tell me the answer
You may be a lover, but you ain't no dancer

[Chorus]
Look out
Helter-skelter
Helter-skelter
Helter-skelter
Ooh
Look out
'Cause here she comes

[Verse 2]
When I get to the bottom, I go back to the top of the slide
And I stop, and I turn, and I go for a ride
And I get to the bottom, and I see you again
Yeah, yeah, yeah
You might also like[Bridge]
Well, do you, don't you want me to make you?
I'm coming down fast, but don't let me break you
Tell me, tell me, tell me your answer
You may be a lover, but you ain't no dancer

[Chorus]
Look out
Helter-skelter
Helter-skelter
Helter-skelter

[Outro]
Well look out, helter-skelter
She's coming down fast
Yes, she is
Yes, she is
Coming down fast
Oh, yeah, Helter Skelter
Woo

[Breakdown]
[Spoken: Ringo Starr]
I got blisters on my fingers8Embed"
"Long, Long, Long","Long, Long, Long Lyrics[Verse 1]
It's been a long, long, long time
How could I ever have lost you
When I loved you?

[Verse 2]
It took a long, long, long time
Now I'm so happy I found you
How I love you

[Bridge]
So many tears I was searching
So many tears I was wasting, oh, oh
[Verse 3]
Now I can see you, be you
How can I ever misplace you?
How I want you
Oh, I love you
You know that I need you
Oh, I love youYou might also likeEmbed"
Revolution 1,"Revolution 1 Lyrics[Intro: Geoff Emerick & John Lennon]
Take two
Okay

[Verse 1]
You say you want a revolution
Well, you know
We all wanna change the world
You tell me that it's evolution
Well, you know
We all wanna change the world
[Pre-Chorus]
But when you talk about destruction
Don't you know that you can count me out, in

[Chorus]
Don't you know it's gonna be all right
Don't you know it's gonna be all right
Don't you know it's gonna be all right

[Verse 2]
You say you got a real solution
Well, you know
We'd all love to see the plan
You ask me for a contribution
Well, you know
We're all doing what we can

[Pre-Chorus]
But if you want money for people with minds that hate
Well, all I can tell you is, brother, you have to wait

[Chorus]
Don't you know it's gonna be all right
Don't you know it's gonna be all right
Don't you know it's gonna be all right
You might also like[Verse 3]
You say you'll change the constitution
Well, you know
We'd all love to change your head
You tell me it's the institution
Well, you know
You better free your mind instead

[Pre-Chorus]
But if you go carrying pictures of chairman Mao
You ain't gonna make it with anyone anyhow

[Chorus]
Don't you know it's gonna be all right
Don't you know it's gonna be all right
Don't you know it's gonna be all right

[Outro]
All, all, all, all, all, all, all, all, all, all, all right, all right
All right, all right, all right
All right, all right, all right
All right, all right, all right8Embed"
